ELKI,x,y,Forest_100,Forest_200,Forest_300,Forest_400,Forest_500,Forest_600,Forest_700,Forest_800,Forest_900,Forest_1000,Forest_1100,Forest_1200,Grass_100,Grass_200,Grass_300,Grass_400,Grass_500,Grass_600,Grass_700,Grass_800,Grass_900,Grass_1000,Grass_1100,Grass_1200,Water_100,Water_200,Water_300,Water_400,Water_500,Water_600,Water_700,Water_800,Water_900,Water_1000,Water_1100,Water_1200,PREC_100,PREC_200,PREC_300,PREC_400,PREC_500,PREC_600,PREC_700,PREC_800,PREC_900,PREC_1000,PREC_1100,PREC_1200
1,549487.3706,3555879.115,0,0.109489051,0.072555205,0.04159132,0.02622577,0.024661893,0.035693388,0.042543663,0.047146402,0.05363766,0.05921522,0.065671642,0,0,0.034700315,0.056057866,0.057012543,0.063643596,0.083089526,0.085087326,0.081531372,0.083594864,0.080380499,0.07840796,0.162162162,0.04379562,0.031545741,0.019891501,0.012542759,0.008750994,0.006436513,0.004926108,0.003899326,0.003138374,0.002615933,0.002189055,377.7799971,377.7636195,377.745228,377.728737,377.7176902,377.7185394,377.7291477,377.7454207,377.7878347,377.8817223,378.0067316,378.1730037
0,551497.3706,3557379.115,0,0,0,0,0,0,0,0,0,0,0,0.000199005,0.054054054,0.087591241,0.126182965,0.153707052,0.18700114,0.241845664,0.293153891,0.333184057,0.375044311,0.392582026,0.397146254,0.386666667,0.243243243,0.094890511,0.041009464,0.023508137,0.014823261,0.010342084,0.007606788,0.005821764,0.004608295,0.003708987,0.003091558,0.002587065,373.2703074,373.2703056,373.3125039,373.400835,373.5438676,373.7415245,373.9829544,374.2494356,374.5363868,374.8539201,375.1592223,375.4939379
1,553567.3706,3559059.115,0,0,0,0,0,0.000795545,0.005851375,0.008508733,0.010989011,0.010556348,0.008799049,0.007363184,0.108108108,0.233576642,0.208201893,0.175406872,0.172177879,0.175815434,0.167349327,0.168383341,0.164835165,0.152924394,0.140309156,0.136318408,0.027027027,0.00729927,0.003154574,0.001808318,0.001140251,0.000795545,0.000585138,0.000447828,0.000354484,0.000285307,0.000237812,0.000199005,374.0099858,374.1487246,374.3834445,374.6339985,374.9202812,375.1994013,375.4787602,375.7640274,376.0458765,376.3358026,376.6139113,376.9192744
1,554227.3706,3560529.115,0,0,0,0.012658228,0.007981756,0.005568815,0.004095963,0.003134796,0.00248139,0.001997147,0.001664685,0.001393035,0.027027027,0.00729927,0.003154574,0.001808318,0.005701254,0.00477327,0.003510825,0.002686968,0.002126905,0.00171184,0.001426873,0.00119403,0.081081081,0.02189781,0.018927445,0.032549729,0.021664766,0.021479714,0.019894675,0.016121809,0.013115916,0.011982882,0.009988109,0.008358209,376.4630465,376.5105401,376.5633534,376.6120241,376.681781,376.7636986,376.8514328,376.9367882,377.0230298,377.121472,377.2168757,377.321567
1,554527.3706,3560529.115,0.108108108,0.051094891,0.022082019,0.012658228,0.007981756,0.005568815,0.004095963,0.003134796,0.00248139,0.001997147,0.001664685,0.001393035,0,0.02919708,0.015772871,0.01084991,0.006841505,0.00477327,0.003510825,0.002686968,0.002126905,0.00171184,0.001426873,0.00119403,0.243243243,0.109489051,0.05362776,0.037974684,0.030786773,0.025457438,0.02106495,0.016121809,0.013824885,0.011982882,0.009988109,0.008358209,376.2441217,376.2441224,376.2441234,376.2484912,376.2791842,376.3443915,376.4397597,376.5485199,376.6649736,376.7913991,376.9079984,377.0298919
1,554527.3706,3561429.115,0,0,0,0,0,0,0,0.000895656,0.002126905,0.001997147,0.001664685,0.001393035,0,0,0,0,0,0.000795545,0.000585138,0.000447828,0.001772421,0.00171184,0.001426873,0.00119403,0.162162162,0.04379562,0.028391167,0.027124774,0.027366021,0.025457438,0.022820363,0.02283923,0.024459412,0.020827389,0.017360285,0.014527363,376.455173,376.455171,376.4551704,376.4522692,376.4441046,376.4598075,376.5186522,376.6090461,376.7241475,376.8624764,377.0010512,377.1560145
1,554707.3706,3562239.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351351351,0.138686131,0.075709779,0.056057866,0.035347777,0.024661893,0.018139263,0.014330497,0.013115916,0.010556348,0.009512485,0.008756219,377.3732811,377.3732834,377.373534,377.3892324,377.4303665,377.5000025,377.586546,377.6826976,377.7885988,377.9083149,378.0287914,378.1753498
1,553387.3706,3563499.115,0,0,0,0.014466546,0.015963512,0.016706444,0.014628438,0.011643529,0.00921659,0.007417974,0.006183115,0.006766169,0,0,0,0.005424955,0.010262258,0.011137629,0.011117613,0.008508733,0.009571074,0.007703281,0.00665874,0.006766169,0,0,0,0,0,0,0,0,0,0,0,0,398.8368984,398.8266252,398.7716592,398.6870293,398.582756,398.4756545,398.3650803,398.2516902,398.1331314,397.9892027,397.837723,397.6568068
1,550237.3706,3561909.115,0.351351351,0.197080292,0.154574132,0.13562387,0.10604333,0.097852029,0.090111176,0.08419167,0.084367246,0.079600571,0.077526754,0.081393035,0,0,0.009463722,0.005424955,0.007981756,0.019093079,0.017554125,0.018360949,0.016306274,0.016262482,0.0156956,0.015124378,0,0,0,0,0,0,0,0,0,0,0,0,403.5715588,403.7202304,403.9411098,404.1522897,404.3727235,404.5723247,404.7612951,404.935488,405.093127,405.2442929,405.3693141,405.4845234
0,555247.3706,3546729.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03649635,0.015772871,0.018083183,0.044469783,0.046141607,0.052077238,0.071204657,0.096419709,0.124108417,0.14411415,0.15721393,0.054054054,0.080291971,0.044164038,0.025316456,0.015963512,0.011137629,0.008191925,0.006269592,0.004962779,0.003994294,0.00332937,0.00278607,332.4955205,332.4955208,332.4918681,332.4900663,332.5049052,332.5318528,332.5684189,332.6128645,332.6628131,332.7193477,332.7739217,332.833733
0,557677.3706,3546999.115,0,0,0,0,0,0,0,0.00223914,0.002126905,0.00171184,0.001426873,0.00119403,0.297297297,0.262773723,0.230283912,0.211573237,0.204104903,0.193317422,0.19016969,0.193461711,0.189649061,0.185734665,0.177883472,0.169353234,0.297297297,0.080291971,0.044164038,0.034358047,0.025085519,0.024661893,0.020479813,0.015673981,0.012406948,0.009985735,0.008323424,0.006965174,319.5147301,319.5393697,319.575437,319.6219387,319.6819427,319.7455456,319.8179282,319.8982595,319.9833954,320.0765946,320.1678222,320.272169
0,552637.3706,3551979.115,0,0,0,0,0,0.00318218,0.005266238,0.012091357,0.012406948,0.014265335,0.016646849,0.017512438,0,0,0,0,0,0,0,0,0.000354484,0.00171184,0.002378121,0.00318408,0,0,0,0,0,0,0,0,0,0,0,0,378.5536111,378.4601966,378.3480229,378.2469396,378.1420991,378.0483007,377.9646566,377.8947174,377.8467066,377.8019553,377.7556493,377.7020559
0,554017.3706,3553659.115,0,0,0,0,0,0.000795545,0.000585138,0.003582624,0.003899326,0.011126961,0.019976219,0.030248756,0,0,0,0.007233273,0.012542759,0.008750994,0.012287888,0.016121809,0.01843318,0.022824536,0.029488704,0.039402985,0,0,0,0,0,0,0,0,0,0,0,0,408.2037123,408.201625,408.1607279,408.035913,407.8542166,407.647156,407.3749665,407.0324687,406.6139962,406.0829872,405.5239146,404.8754397
1,559177.3706,3559329.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009463722,0.021699819,0.025085519,0.043754972,0.045055588,0.038513211,0.039702233,0.037945792,0.032580262,0.027661692,0,0,0,0,0,0,0,0,0,0,0,0,383.5370195,383.5370196,383.5432961,383.6011511,383.6991508,383.8112577,383.9128376,384.001843,384.0777714,384.143298,384.1919556,384.2259343
0,556417.3706,3563859.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081081081,0.02189781,0.009463722,0.005424955,0.003420753,0.002386635,0.001755413,0.001343484,0.001063453,0.00085592,0.000713436,0.000597015,366.9160288,366.9892514,367.3231314,367.7435355,368.2311443,368.7100634,369.1876046,369.6545476,370.0908442,370.5138686,370.8878833,371.277081
0,559537.3706,3547029.115,0,0,0,0,0,0,0,0,0,0,0,0,0.108108108,0.211678832,0.148264984,0.106690778,0.10604333,0.150357995,0.186073727,0.190326914,0.18539525,0.176319544,0.175267539,0.169353234,0.189189189,0.051094891,0.022082019,0.019891501,0.014823261,0.010342084,0.007606788,0.005821764,0.004608295,0.003708987,0.003091558,0.002587065,314.5979532,314.6124268,314.6303684,314.6475628,314.667159,314.6863385,314.7069409,314.7296958,314.7536904,314.7802016,314.8079178,314.8416165
0,558247.3706,3547209.115,0,0,0,0,0,0,0,0,0,0,0,0,0.054054054,0.233576642,0.29022082,0.238698011,0.21322691,0.217979316,0.231129315,0.244066279,0.239631336,0.210556348,0.195005945,0.180895522,0.297297297,0.087591241,0.03785489,0.03074141,0.027366021,0.024661893,0.020479813,0.015673981,0.012406948,0.009985735,0.008323424,0.006965174,317.3525704,317.3924046,317.4513381,317.511328,317.5802763,317.6478181,317.7156018,317.7860964,317.8602635,317.9466389,318.035711,318.1392076
